,ALogp2,naAromAtom,nO,ATSc1,ATSc3,ATSc4,ATSc5,ATSm1,C3SP2,SC-3,SC-5,minwHBa,minHaaCH,minaaCH,maxHBa,hmin,gmin,LipoaffinityIndex,ETA_AlphaP,ETA_Epsilon_3,ETA_Shape_Y,ETA_BetaP_ns_d,ETA_EtaP_F,ETA_Eta_B,FMF,nHBAcc,MDEC-33,MLFER_A,nTRing,XLogP,ALogP,BCUTc-1l,BCUTc-1h,SCH-7,VCH-6,VC-5,SHBa,minHBa,hmax,ETA_Epsilon_1,ETA_Epsilon_2,ETA_dEpsilon_B,ETA_BetaP,ETA_BetaP_s,ETA_EtaP_B_RC,MDEC-23,MLFER_BH,MLFER_S,MLFER_E
71,0.14992384,12,5,0.425816589800857,-0.00688211711350964,-0.299576163406756,0.300395099681489,23.8723451777047,3,1.58602982724741,0.344881807473168,-0.4079261148904,0.591440381708238,1.08318930041152,12.3818211451247,0.0505272108843535,-0.4079261148904,2.93341334004859,0.45833,0.44286,0.43636,0.075,1.06254,0.3555,0.533333333333333,1,10.017026940316,1.417,4,1.043,-0.3872,-0.361316853045585,0.200639778393331,0.472904987429245,0.0633425023858308,0.0824142334518671,46.0765507033851,5.28742654006046,0.756972789115646,0.69445,0.89167,0.12551,1.45,0.625,0.03067,18.3553709403545,1.242,2.273,2.319
431,1.44696840999999,19,3,0.30524111491304,0.0188349331895874,-0.041211321300851,0.021108464663401,23.6833874078993,3,1.43262568545419,0.358710871053359,0.139596455866297,0.51170855118907,1.5361468568909,9.93466773746535,-0.0380839002267576,0.139596455866297,5.98502410662186,0.47143,0.44737,0.40404,0.04762,1.05485,0.1937,0.59375,1,9.7891398096584,1.089,6,2.08499999999999,1.20289999999999,-0.361075028904338,0.181263145681506,0.71212436219982,0.110430572776772,0.0886912388827877,25.1622059888897,5.73014739229025,0.657175925925926,0.64688,0.82857,0.12034,1.59524,0.64286,0.0256,21.6792628460975,1.096,2.459,3.11499999999999
1473,0.245124009999998,6,4,0.558930617711924,0.028770718498545,-0.0883532234667366,0.134104365568418,29.0978761421637,3,2.27145136575117,0.754406557178847,-0.156751778155131,0.434745960884353,2.06860762051734,11.5266237802742,-0.22615974408588,-0.156751778155131,8.6165642265389,0.47436,0.44444,0.36487,0.01923,0.63886,0.44034,0.314814814814814,3,10.9828207505579,0.003,10,4.147,0.495099999999998,-0.348389194639517,0.258351052324507,0.884719277266767,0.335004634169138,0.52445429755499,34.1023818155816,5.39503225580721,0.686372118291761,0.54938,0.81795,0.02494,0.98077,0.61538,0.03017,26.198637920777,1.09,1.807,1.416
180,0.0203632899999998,15,4,0.382940884160382,-0.045669587168312,-0.247492987533942,0.243738532629421,29.2256291806137,2,1.56952021962851,0.455992918584279,-0.222864701436129,0.483116496598639,1.17023095658016,12.5725916477702,-0.115300925925925,-1.62242318069203,2.84302507702926,0.48333,0.44815,0.46552,0.05,1.03248,0.26619,0.607142857142857,1,14.8568096022907,0.671,10,1.513,0.142699999999999,-0.360915088164333,0.250464736910986,0.84766582617997,0.219280495067412,0.171889008543615,36.178387345679,-1.62242318069203,0.675606995884773,0.70476,0.86667,0.13492,1.5125,0.6375,0.03051,15.7644975167585,1.005,2.117,2.726
1920,3.45179241,18,4,0.492640216377662,-0.0813025920044922,0.147899389609526,-0.10234909613591,38.4578564434402,5,2.54824520389544,0.497567820445716,0.194006280889616,0.494166182155848,1.64061003857721,10.136089473515,-0.399195109066695,-0.353792586415242,11.9912002152442,0.47809,0.44433,0.38247,0.04286,0.98974,0.52903,0.441176470588235,1,15.2802158913361,1.089,6,3.662,1.8579,-0.361377490154312,0.116045981659362,0.74000607462044,0.23833492863351,0.238895729526139,35.2804357101628,2.49927370796827,0.953664336104812,0.55686,0.79905,0.05838,1.22143,0.62143,0.0274,37.2058683174068,2.009,2.806,2.93999999999999
236,7.60160040999999,27,4,0.551791030249548,-0.0139838130438447,0.0596632760775895,-0.127447759800417,57.6585396910155,5,2.80086888799787,0.662963103651361,-0.0196844632049708,0.445913247803357,1.64553517418223,13.9189364933203,-0.0909690643485261,-1.81562199911589,10.516141220279,0.49202,0.44545,0.37092,0.0375,1.23301,0.54588,0.538461538461538,4,14.9868634782202,1.089,7,2.855,2.75709999999999,-0.361379884306961,0.233987908729652,1.01161114157108,0.32232449665986,0.263449738612751,49.8241543275234,-1.81562199911589,0.649789347974964,0.62029,0.82048,0.09151,1.41875,0.63125,0.02655,43.6511397281629,2.611,4.354,4.83299999999999
1524,21.9314256099999,18,6,1.01555704974796,0.283806518145025,-0.0383169853718664,0.0767108736336688,45.1529466303736,6,3.73771727498727,0.303080834149578,-1.06177847237508,0.53188560387424,1.13277931738478,13.0776759555043,-0.0983881961184869,-4.83380266814363,11.2920028507945,0.45436,0.44118,0.33625,0.02778,1.25805,0.78972,0.418181818181818,3,13.5177453698596,0.591,5,4.854,4.68309999999999,-0.349087024802567,0.527623311705862,0.528173078731498,0.0923695758487856,0.0958729505020653,84.9963407701442,3.93254177318782,1.54426885736002,0.70623,0.92064,0.11607,1.31944,0.625,0.03149,37.3318520197162,1.279,3.21,2.43199999999999
267,1.01384760999999,18,4,0.516670893591135,-0.140830561386025,0.167806428324696,-0.057256621322971,42.5856094818902,2,2.12267553512631,0.392822782574601,0.268785537703998,0.469490256229922,1.69602955359268,9.98224723738851,-0.405939986340419,-1.61351326542542,10.5610188117201,0.48687,0.44505,0.3361,0.04545,0.91234,0.35038,0.483870967741935,1,10.9667052757527,1.089,6,3.066,1.00689999999999,-0.361379116691847,0.116965598030938,0.687726718380074,0.185828205875246,0.265342268576163,33.2210748586876,-1.61351326542542,0.839556038464768,0.57312,0.81313,0.06145,1.2197,0.62879,0.02365,32.8226400704631,2.159,2.862,3.118
537,3.83611396,18,2,0.368272568099957,-0.102277261793394,0.113312859937157,0.0544940214262588,35.6288789749113,3,2.29396024060997,0.532360161368812,0.276519395800116,0.421099340199042,1.7105808693702,10.0970097254914,-0.16525286663924,0.0305447647123324,13.0460760957453,0.48081,0.44505,0.35924,0.0303,0.96082,0.42287,0.424242424242424,3,8.38342009512356,1.089,6,3.072,1.9586,-0.361366938803032,0.0917255309816462,0.622051009779839,0.161886677990185,0.293789213530551,27.5047780894224,2.35666248263921,0.80520061728395,0.54141,0.78283,0.05173,1.2197,0.64394,0.02584,35.7703905087605,2.102,2.825,3.26
1002,5.34904384000001,18,0,0.245170146726764,0.208671469348112,-0.181715927141009,0.10248751634201,28.4399212051059,2,1.42886901662352,0.0,0.6252970941463,0.458308637749197,1.98166383219954,3.39625125976316,0.0301622732426304,0.545374167662677,11.6632243535911,0.48519,0.44026,0.22901,0.03704,0.94716,0.22737,0.415094339622641,4,3.63291310225116,0.391,3,3.886,2.3128,-0.272632293998348,0.203175027853881,0.288675134594812,0.078583786639699,0.0,6.72770030234315,3.33144904257999,0.675858357136089,0.53396,0.75926,0.05931,1.37037,0.61111,0.01798,19.3039566952542,1.48699999999999,2.64,2.944
583,4.07434225,21,1,0.0900274675181579,-0.0114077154902914,0.00396746713961465,-0.00291817231416966,23.1344493368174,4,1.17195177268183,0.282360161368812,0.278816872427983,0.461300387923764,1.71787037037037,9.51950358694135,0.27734375,0.278816872427983,9.51225106781065,0.48788,0.44667,0.32609,0.02273,1.04553,0.08754,0.567567567567567,1,8.902093514639,0.917,5,3.632,2.0185,-0.360463244012232,0.11651947219396,0.698049898277566,0.154964962334886,0.0961671959121757,13.0362883564046,3.51678476946334,0.567348161773892,0.56937,0.75303,0.09452,1.57955,0.60227,0.01962,27.3283685263685,0.950999999999999,2.222,3.143
1892,3.16377369,12,2,0.199450052277444,-0.00887751626489655,-0.00839925088458605,0.0250239610703335,26.5489380710818,4,1.68682597743835,0.664557624557346,0.369001129709102,0.365852820294784,1.83944160997732,9.96283010052081,-0.100825381078357,-0.0164041241496597,12.0754879191488,0.48667,0.43699,0.24658,0.04,0.74369,0.43531,0.228070175438596,0,4.50854012042529,0.546,2,6.474,1.7787,-0.360251790024719,0.0792317660123936,0.320278049408377,0.0481125224324688,0.272472954028076,15.6945678999921,5.73173779947138,0.560061871875318,0.50234,0.76133,0.03519,1.07,0.55,0.02429,20.0630204627213,0.727,1.311,1.478
1106,1.96336144,0,4,0.523636176595871,0.0171496362989895,0.000681469870254537,-0.0227519900194122,38.2256291806137,1,3.51525942819105,1.39662125215924,-0.0136315691400012,0.0,0.0,12.2942562541992,-0.394955725441386,-1.64554611024794,7.22907834775232,0.48851,0.44684,0.28235,0.0,0.44583,0.73012,0.344262295081967,4,8.43322792932668,0.003,11,3.44499999999999,1.4012,-0.308727006887305,0.26188623973865,1.39267612912286,0.44601115392126,1.17131374926196,41.0246097286034,-1.64554611024794,0.542104695949392,0.54481,0.81494,0.00777,0.81897,0.61207,0.04,22.3156222126712,1.545,2.707,1.861
1673,1.44432323999999,21,3,0.514417097657529,-0.0634702505477901,0.136442433326241,-0.0857886044496751,38.0433677091758,4,1.98364787349405,0.354745037871115,0.282486881498745,0.465985581828384,1.75927896100729,10.1253233603996,-0.193603308518081,0.282486881498745,14.5902637950813,0.48,0.44433,0.31548,0.04286,0.99826,0.29554,0.44927536231884,2,10.1080651306872,0.546,6,3.937,1.20179999999999,-0.360587353840964,0.0835073304477667,0.928410643906156,0.252634129448568,0.143889049773529,26.3359138889596,2.33148389240182,0.738280265810027,0.54783,0.78857,0.05569,1.27857,0.63571,0.02073,32.1106035104179,2.056,2.871,3.28
1947,2.44296899999999,15,3,0.439572069814394,-0.0272726046236024,-0.249596487450567,0.131262033962436,32.6833874078993,4,1.91711028982016,0.566833439466602,0.109043734777861,0.452507716049382,2.01311516482421,12.891268774115,-0.234273153418851,-0.328831254724113,8.19298805542628,0.48,0.45,0.40972,0.0,1.02369,0.21056,0.549019607843137,4,19.4261641263083,0.003,10,2.034,1.563,-0.318096982706602,0.213371565854917,1.23164998614191,0.327538512939022,0.208742286179898,34.1208698528003,2.27092592592592,0.903832553854875,0.58824,0.79,0.07519,1.34167,0.64167,0.02422,38.6812294649257,1.62099999999999,3.053,3.071
1049,0.103941759999999,18,7,0.861449265145836,0.0454493786054649,-0.110801715857988,-0.0457076501384538,42.7812635500631,5,2.54440386376347,0.588212554005316,-0.157618433090616,0.54688598356009,1.6125667657125,11.7943931338324,-0.403451273453979,-0.483161326424764,6.76349132451911,0.46577,0.44653,0.40039,0.04054,1.13409,0.43972,0.532258064516129,3,17.4988345561501,1.089,12,0.946,0.322399999999998,-0.361307652214092,0.211184792727725,0.846936971754269,0.175793708695834,0.185901853279748,63.2219428276376,1.24451395561237,1.0193254931296,0.63172,0.85586,0.08091,1.30405,0.65541,0.02583,43.3732728618885,2.32,3.351,3.599
1867,4.15303640999999,18,3,0.541593801519703,-0.0902279665854571,0.0567054346919009,0.0574872081284786,41.1854315469419,7,2.19356671082636,0.366099380045328,0.308377724892517,0.451583743913094,1.78660173274784,12.5321179564382,-0.332833060095746,-0.263768788380056,14.0692929841486,0.47799,0.44369,0.3336,0.04054,0.97653,0.36369,0.397260273972602,1,14.6866617312327,0.546,6,5.901,2.03789999999999,-0.360878532133412,0.09182567401983,0.583876968646305,0.177707822272033,0.157617583527686,36.7607959353559,2.28250811432137,0.675109885177629,0.55499,0.80309,0.05484,1.18243,0.61486,0.02145,44.3696687757221,1.55199999999999,2.571,2.73799999999999
1695,2.59274404,21,2,0.427376032121572,-0.0759362954815495,0.129033228338706,-0.0864871369651276,37.7709428126775,4,2.06819886285693,0.354745037871115,-0.252236913259919,0.473051697530864,1.49035435562317,13.5854390846262,-0.185542687820098,-0.252236913259919,14.6893527404103,0.47801,0.44468,0.32611,0.04412,1.00404,0.33355,0.476923076923076,2,10.1080651306872,0.546,6,3.813,1.6102,-0.360528723732405,0.123477704850304,0.952818412140611,0.252634129448568,0.143889049773529,34.3577108205317,2.23964715770795,0.746092765810027,0.56227,0.8014,0.06171,1.29412,0.63235,0.02246,32.1106035104179,1.838,2.761,3.13999999999999
1894,8.64712836000001,24,0,0.182462972355412,-0.0207872446975697,0.117796522558025,-0.0925636863440743,28.0799409038294,4,1.77283259417407,0.41146030120798,0.922065854119425,0.436890235260771,2.05807322607647,3.54872527714789,-0.0658086104812295,0.818196255353993,12.6091880222219,0.48889,0.44795,0.37121,0.0,1.05291,0.22739,0.520833333333333,3,11.1120785690547,0.416,7,4.097,2.9406,-0.240251004604107,0.130448047573707,1.07387817827758,0.201001409857611,0.130006169161693,5.90048170194003,2.35175642479213,0.711211026077097,0.55,0.74444,0.07609,1.52778,0.63889,0.02435,26.8458635963715,0.995,2.272,3.295
624,0.0716632900000001,12,4,0.399763856020174,0.0917416022775225,-0.0367944934164073,0.0517222303697637,30.5856094818902,0,1.83233824651153,0.623863692748664,0.0499803873442044,0.523796296296296,1.39050925925925,12.8264006991685,0.0395559334845048,-5.4455940308222,5.70935405710024,0.47936,0.4377,0.23841,0.07143,1.03776,0.4293,0.368421052631578,3,1.48674775909844,0.546,2,1.72799999999999,0.2677,-0.360530617538011,0.247573267486445,0.232038087531347,0.0555555555555555,0.142130104068095,41.5350676721433,1.4417006802721,1.41405034853447,0.6193,0.87778,0.07663,1.35714,0.60714,0.02863,12.1391489607682,0.832,2.139,1.651
1913,2.49829636,18,4,0.495377014843167,-0.0840339881922665,0.155739038192046,-0.104072878736822,38.4578564434402,5,2.35000042206519,0.379716690247958,0.195347724691781,0.494925730766959,1.64131605709572,10.1286965593764,-0.394297149883022,-0.348858854421244,12.0072402348685,0.47809,0.44433,0.35259,0.04286,0.98134,0.43971,0.455882352941176,1,13.8966923165457,1.089,6,3.771,1.5806,-0.361377490156036,0.116040296234297,0.698069687132229,0.1588929304833,0.147608636608611,35.1619850117544,2.48075518944975,0.953664336104812,0.55686,0.79905,0.05838,1.22143,0.62143,0.02485,36.2599889798378,1.99099999999999,2.845,2.955
1075,0.210313959999996,18,4,0.58706959613724,-0.100243038304465,0.148382297969509,-0.0479372804802151,39.4578564434402,5,1.8523655901216,0.395762464275441,0.203683901326588,0.482895139941296,1.71238357484174,10.1422633355913,-0.422890046607787,-0.30250006008168,12.3898681415457,0.4787,0.44694,0.31335,0.02778,0.95578,0.15491,0.507246376811594,1,15.3326629857842,0.546,12,3.351,0.458599999999996,-0.360521458624294,0.191762009839434,0.518117114257891,0.0943432080465097,0.140258306820984,31.4449526837094,2.51753549756248,0.973256172839506,0.55894,0.7963,0.05819,1.20833,0.63889,0.01864,39.8362642055521,2.001,2.859,3.026
224,2.15825480999999,27,3,0.547753251988266,0.0813559699630712,-0.0121650691859824,-0.120569894365518,48.8910813501787,4,2.89709393286281,0.55384634725482,0.00310194890045623,0.489670096918473,1.6568182809421,13.917856771101,-0.0885123862040173,-1.79854505893077,10.8041280928807,0.48547,0.44579,0.38556,0.02564,1.17709,0.56271,0.507462686567164,5,14.9172600412837,1.089,7,2.642,1.46909999999999,-0.361379883412242,0.204356861577799,1.05553175935915,0.308980475611823,0.247774129672113,36.5337799203683,-1.79854505893077,0.638246767980003,0.59503,0.80684,0.07781,1.40385,0.64744,0.02766,39.5908513773143,2.386,4.176,5.02699999999999
1158,2.48755983999999,5,4,0.70325647813722,0.21669111116209,-0.124938496535157,-0.169513079495444,35.6655503857197,2,2.54357322417195,0.763370989911059,-0.565350739061056,0.0,0.0,12.3775810185185,0.141593023879279,-1.65463552747916,2.3016717693694,0.47067,0.44085,0.37394,0.02,0.89869,0.65018,0.355555555555555,8,8.9667038729622,0.537,4,-0.512,-1.57719999999999,-0.279368838084642,0.282826732043714,1.19294318838057,0.427548172932477,0.25515723615513,58.6840391342154,-1.65463552747916,0.901246693121693,0.63185,0.89733,0.02709,1.12,0.66,0.03633,10.4847596322424,2.1,2.343,2.327
915,0.00710649,12,4,0.41151529071171,0.148057163767501,-0.150572971370497,-0.0307193940626684,22.4578564434402,2,1.51219375340306,0.396546011194705,-0.484639077853363,0.613773148148148,1.27378858024691,12.1762277966742,0.280963364512471,-0.484639077853363,3.22972079239103,0.45965,0.4434,0.44657,0.05263,1.06593,0.33866,0.535714285714285,3,7.53310666129803,1.089,4,0.287,0.0843,-0.361386900268227,0.246928747229676,0.792818176405945,0.120906098301162,0.0886413202099499,43.9567740614764,1.0174074074074,0.670306122448979,0.69524,0.88246,0.11857,1.48684,0.64474,0.0314,16.7959652094715,1.095,2.153,2.492
1664,11.3892750399999,18,1,0.340568758987736,-0.0681339263975866,0.130696009640599,-0.0738360844204458,29.4944296380939,5,1.35956631029486,0.224513414017739,0.660255690494236,0.469446833535401,1.95533079107574,5.80598048421235,-0.110427490153545,0.640068714788231,11.6273141200391,0.4869,0.44,0.24939,0.01786,1.11085,0.22817,0.384615384615384,2,6.53404707780935,0.003,3,4.49399999999999,3.37479999999999,-0.344228916360156,0.153861838111338,0.224889217729105,0.0919278076877361,0.078125,7.89295441119259,2.08697392698024,0.647808875578085,0.54551,0.75595,0.0682,1.46429,0.58929,0.01736,29.4478059469952,1.373,2.669,2.346
834,0.0145443599999999,14,1,0.182469478886608,-0.0491171415789141,-0.0133115081626057,0.0293560127608632,33.9821629778203,4,1.79440943735761,0.528971760860787,0.368215939153439,0.353225899155958,2.08191680839002,13.0367982331821,0.0402340403754091,-1.17545270989054,7.42117414200505,0.49487,0.44857,0.31088,0.0,0.83197,0.18093,0.446808510638297,4,11.7549250040238,0.197,11,3.559,0.120599999999999,-0.293723475452432,0.164205543476689,1.10158540178109,0.270152347140103,0.251070749787752,14.8677486136772,-1.17545270989054,0.567338855295204,0.56879,0.7859,0.05467,1.25962,0.60577,0.0235,25.4450554604446,0.873999999999999,2.184,2.702
330,1.33610481,15,3,0.226736278689951,-0.0113967087169903,7.18561812661757e-05,-0.0536271886119529,20.3234071066228,3,1.44913529307309,0.247599759942248,0.225635288065844,0.550366709183673,1.61790611615016,9.55257117661879,-0.0691666666666668,0.225635288065844,5.567006954785,0.47222,0.444,0.41177,0.05556,0.94496,0.28301,0.5,0,7.2492927710586,1.089,4,1.786,1.1559,-0.361382987994548,0.194955764254755,0.644457217914802,0.0950842390965448,0.0661149830183934,24.5997696733014,5.78698885109599,0.618987859032502,0.61667,0.82778,0.10076,1.5,0.61111,0.03006,17.3407696487078,0.892,1.833,2.357
286,2.56032000999999,18,4,0.514779617811091,-0.139713621974074,0.162762371322106,-0.0558216822070735,43.5856094818902,2,2.91512099101348,0.623433364906181,0.267577954078832,0.466907990047871,1.69660825729638,10.0004501852343,-0.415939986340419,-1.62385226144623,11.3072755901005,0.48725,0.44468,0.29577,0.04412,0.9086,0.52708,0.461538461538461,1,10.3289766873167,1.089,6,3.483,1.60009999999999,-0.361379116991132,0.117007785539609,0.740836423553251,0.177180182875951,0.443972457542044,33.3870131575354,-1.62385226144623,0.839556038464768,0.56667,0.8098,0.05783,1.19853,0.625,0.02815,29.6903931284009,2.192,2.822,3.112
1919,3.45179241,18,4,0.492640216377662,-0.0813025920044922,0.147899389609526,-0.10234909613591,38.4578564434402,5,2.54824520389544,0.497567820445716,0.194006280889616,0.494166182155848,1.64061003857721,10.136089473515,-0.399195109066695,-0.353792586415242,11.9912002152442,0.47809,0.44433,0.38247,0.04286,0.98974,0.52903,0.441176470588235,1,15.2802158913361,1.089,6,3.662,1.8579,-0.361377490154312,0.116045981659362,0.74000607462044,0.23833492863351,0.238895729526139,35.2804357101628,2.49927370796827,0.953664336104812,0.55686,0.79905,0.05838,1.22143,0.62143,0.0274,37.2058683174068,2.009,2.806,2.93999999999999
1505,7.84280024999998,18,5,0.634719523215012,0.0708667316139166,-0.059288102198833,-0.0262277106265436,38.87643345579,6,2.55127743915002,0.389111244621611,-1.06409628281724,0.534941302910052,0.697570984051448,14.5859543702844,-0.0515633504394743,-1.06409628281724,9.12030252642373,0.46056,0.44222,0.40711,0.04688,1.24969,0.6015,0.479166666666666,3,16.4252567362884,1.134,5,3.27299999999999,2.80049999999999,-0.360432695646941,0.299444451097742,0.616430324065532,0.0886480592872423,0.108830332789625,75.3876917970127,5.3244053621992,0.825039328231292,0.69296,0.88944,0.1235,1.40625,0.60938,0.02955,37.1201699929808,1.224,3.38,2.625
1863,4.90000000001135e-07,12,3,0.467196232195176,-0.102742080695985,0.0396386660957141,0.0555683632841989,39.1854315469419,5,2.07299934297244,0.282360161368812,0.327045009120768,0.432913919719249,1.80420666052142,12.4980061653522,-0.334061105541084,-0.258423375438968,12.0274974387431,0.47673,0.44433,0.32363,0.02857,0.77864,0.31238,0.397260273972602,2,11.9503297982493,0.891,6,5.09299999999999,0.000700000000000811,-0.392940609172749,0.0916142098889738,0.559885210169741,0.236984894389132,0.144884866256922,41.2828169483091,2.28639929381195,0.661155122908473,0.54403,0.80898,0.03927,1.02857,0.61429,0.02121,43.6798317467991,1.623,2.402,2.42699999999999
1024,1.54132224999999,12,7,0.576894791873386,-0.0242534099623832,-0.285512697809371,0.268496008889192,37.4212832487866,7,2.84814750590296,1.01389652587163,-0.58485685941043,0.611843114847714,1.20903754441272,13.3782574326026,-0.188014416414714,-0.996323678793016,4.78256719420716,0.46354,0.43913,0.47191,0.0625,1.12996,0.89143,0.275862068965517,2,24.423984772429,1.892,4,2.88499999999999,1.24149999999999,-0.388011945403879,0.200748158974096,0.501171911483599,0.0544126524909541,0.236829886648109,70.6162455419054,5.68185090702947,0.812521700331494,0.61322,0.86771,0.07418,1.1875,0.59375,0.03592,25.029231204152,1.62099999999999,2.998,2.868
1537,2.29734649,27,3,0.7382246080226,0.171692169639929,-0.170539867190863,0.0847523920256597,43.2653724507714,4,2.70077770335098,0.870600727796705,-0.778461840888787,0.495299508692365,1.29962809856391,14.1273915241537,-0.327192693920237,-1.69423331601158,11.5826187528598,0.47068,0.44615,0.32987,0.01316,1.29248,0.47174,0.557377049180327,7,12.3936451545713,0.416,7,2.256,1.5157,-0.278812024084408,0.348917550398896,1.24235304263088,0.214362913730512,0.231597221122787,51.1608633648501,1.08773048763939,1.04962518109095,0.63138,0.83196,0.09357,1.46053,0.65789,0.02599,35.0650206855796,1.725,3.085,3.893
27,2.48125503999999,18,3,0.453342485617029,-0.107209235080058,0.104030490461907,-0.0204653638980791,41.1711207476258,2,2.13819093076034,0.358304985710176,0.280625613438148,0.429741066179558,1.71088869443334,9.99294907023761,-0.421961395286611,-1.59412090609265,10.6986825161703,0.48854,0.44545,0.33902,0.03125,0.94203,0.35038,0.483333333333333,2,10.3289766873167,1.089,6,2.662,1.57519999999999,-0.361379106311514,0.106371602254823,0.534654777281451,0.121278483438456,0.211322975283632,29.5899771900739,-1.59412090609265,0.825667149575879,0.56944,0.80521,0.06218,1.23438,0.64063,0.02439,31.9753751409638,2.258,2.936,3.36099999999999
789,0.143868489999999,9,1,0.179615496696667,-0.0431705371800623,0.00695712145407791,-0.00662987324998823,22.4944296380939,5,1.70908174930971,0.554412089261924,0.330433909674981,0.433161848072562,1.93339143990929,12.2301971529352,0.118472222222222,0.181180555555555,7.14318190972222,0.48254,0.44737,0.34539,0.0,0.70587,0.25341,0.390243902439024,3,9.33325826946399,0.197,10,3.276,0.379299999999999,-0.29412034130704,0.158776745996085,1.04229835105543,0.219064355733179,0.250990957377843,15.2922949735449,3.06209782060972,0.559676516439909,0.54309,0.7746,0.04376,1.17857,0.60714,0.02845,19.3668688711186,0.716,1.712,2.028
1750,5.36524569,18,3,0.333355603651238,-0.0125707939460863,0.0299812880003833,0.0106484780171676,35.6833874078993,5,2.41476992141373,0.68336326640464,-0.957766066773368,0.389243918474687,1.76229857497534,10.8707962958476,-0.219830050075585,-0.957766066773368,13.4138980714076,0.48182,0.44194,0.27673,0.01515,1.02541,0.50198,0.34375,3,5.77373257980831,1.134,5,5.13,2.3163,-0.360510800147694,0.283453347175779,0.529514374077329,0.107562666490537,0.336701323020543,32.3177279438891,2.44253619194591,0.679237268401699,0.54844,0.78182,0.05915,1.24242,0.59091,0.02564,32.7198335564837,1.226,2.403,2.78599999999999
1967,3.30985248999999,24,8,0.835565292056303,0.0600449046122537,-0.235435817502215,0.287640081317988,55.3235053227775,6,3.62460392690916,0.581694944163248,0.114468487387952,0.527117533089721,1.5711823352253,13.7399227451142,-0.412956267402446,-5.97813907157614,10.3711838520467,0.47674,0.44454,0.34146,0.05814,1.2586,0.68024,0.47945205479452,3,16.3513920195634,1.089,7,2.526,1.81929999999999,-0.363905041295819,0.278514811529616,1.40038856098129,0.308684095951744,0.208357640492181,69.8191470776257,5.32693762589923,1.61794109337096,0.62329,0.84884,0.08962,1.36628,0.62791,0.02782,44.4664349630593,2.20799999999999,3.627,3.539
957,0.249500250000003,21,3,0.503174473017096,-0.0118204318506078,-0.0779190457315818,0.157014385589891,43.4033480104522,4,2.21997946327742,0.247193874599065,0.00863563206910833,0.455700562985709,1.70120460703918,13.1891375695841,-0.250327455794423,0.00863563206910833,15.0858256711015,0.48,0.44286,0.28125,0.025,0.96436,0.36722,0.45679012345679,4,10.6518395948622,1.285,6,4.562,-0.499500000000003,-0.360577568200866,0.20491782813661,0.790521947059183,0.236772474189632,0.0892792717327377,38.118451063777,2.54039395006806,0.773452611952341,0.54074,0.7875,0.04767,1.20625,0.61875,0.01993,37.0597308296101,2.372,3.613,3.511
825,5.20159248999999,18,3,0.447064976256026,-0.110977175393863,0.150569089825167,-0.0463736518889402,48.3963373157481,6,2.71196661526712,0.417860649749676,0.214157077260675,0.386586884294737,1.75914844364373,13.5468250956032,-0.233482725329732,-0.141168178248858,13.4786758224913,0.48985,0.44615,0.2901,0.03947,0.97795,0.4093,0.486111111111111,2,12.0281627586684,0.546,9,4.016,2.28069999999999,-0.360834326896405,0.213448087102375,1.13280595839185,0.325546881496061,0.195755507707124,33.217176410347,0.854274055920307,0.649409028033447,0.55813,0.7891,0.05612,1.21053,0.61842,0.02435,42.6051924291701,1.734,3.115,3.26
1385,1.52893225,16,3,0.781731754091758,0.249302152032484,-0.223570610527176,0.0010445698165746,55.5065677283552,2,2.2030203017602,0.408369029393212,0.0333521621075734,0.447230349454999,1.80479957071691,13.8889954616424,-0.170854460611405,-1.91166496656961,4.6997038202498,0.5,0.44505,0.35152,0.0303,1.03817,0.38486,0.518518518518518,7,12.0274948811079,-0.088,8,0.0879999999999996,1.2365,-0.348781732040813,0.247213253276249,0.872350474278265,0.306208907536761,0.204950596044796,34.2863706388257,-1.91166496656961,0.703671409150079,0.63889,0.85455,0.06575,1.33333,0.68182,0.02469,21.6833811213379,2.984,4.12999999999999,3.913
1437,6.255001,16,3,0.303883975086299,0.0529809032659028,-0.0119027052887025,-0.0308770283725305,23.3234071066228,4,1.36557851569508,0.337673112362228,-0.407830687830687,0.477031680440771,1.60564531368102,12.2101936885865,-0.0510416666666668,-0.407830687830687,7.04318148165587,0.47619,0.44237,0.35,0.04762,1.02204,0.26618,0.514285714285714,1,7.23521452602727,0.546,4,2.597,2.501,-0.359835990482212,0.298337550222274,0.422392224939024,0.0758903002102465,0.0703664674707147,27.5265657528698,5.4736574074074,0.692806122448979,0.60571,0.80952,0.09591,1.47619,0.59524,0.02496,20.5156546571095,0.848999999999999,2.026,2.245
1659,2.45486223999999,18,3,0.35880717059711,-0.0761474842539135,0.0945573847316353,-0.0483836806875451,32.6833874078993,5,1.23999315442581,0.224513414017739,0.23888967592129,0.446945901990857,1.70755776365489,9.77446840847929,-0.100585669165891,0.136342566658119,10.4603682313806,0.48,0.43953,0.24306,0.03333,1.0231,0.19016,0.338983050847457,2,7.3520743525686,0.823,3,3.77099999999999,1.56679999999999,-0.421733702810378,0.0772337331314056,0.297409508396028,0.0876305705105347,0.0932265361281857,28.0985614228508,3.07295728331584,0.645524924960801,0.54915,0.79,0.06308,1.26667,0.58333,0.01494,34.4070409959847,1.587,2.401,2.56199999999999
